tokenized_text,ner
"[""Various"", ""'"", ""S"", ""Text"", "":"", ""The"", ""American"", ""Missionary"", ""\u2014"", ""Volume"", ""43"", "","", ""No"", ""."", ""12"", "","", ""December"", "","", ""1889"", "".""]","[{""start"": 5, ""end"": 18, ""label"": ""title""}, {""start"": 0, ""end"": 0, ""label"": ""author""}]"
"[""Searching"", ""for"", ""the"", ""story"", ""called"", ""The"", ""\u00c6neids"", ""of"", ""Virgil"", "","", ""Done"", ""into"", ""English"", ""Verse"", "".""]","[{""start"": 5, ""end"": 13, ""label"": ""title""}]"
"[""On"", ""the"", ""commute"", ""I'm"", ""reading"", ""Paradox"", ""Effect"", "":"", ""Time"", ""Travel"", ""and"", ""Purified"", ""DNA"", ""Merge"", ""to"", ""Halt"", ""the"", ""Collapse"", ""of"", ""Human"", ""Existence"", "","", ""by"", ""Gabriel"", ""F.W."", ""Koch"", "".""]","[[5, 6, ""title""], [23, 25, ""author""]]"
"[""Tell"", ""Me"", ""About"", ""The"", ""Composer"", ""Boutwell"", "","", ""George"", ""S"", ""."", ""("", ""George"", ""Sewall"", "")"", "","", ""1818-1905"", "".""]","[{""start"": 5, ""end"": 15, ""label"": ""author""}]"
"[""fetch"", ""details"", ""for"", ""the"", ""title"", ""the"", ""translations"", ""of"", ""beowulf"", "":"", ""a"", ""critical"", ""bibliography"", ""by"", ""the"", ""scribe"", ""tinker"", "","", ""chauncey"", ""brewster"", "","", ""1876-1963"", "".""]","[{""start"": 5, ""end"": 12, ""label"": ""title""}, {""start"": 16, ""end"": 21, ""label"": ""author""}]"
"[""Find"", ""publication"", ""Blackwood"", ""'"", ""s"", ""Edinburgh"", ""Magazine"", "","", ""Volume"", ""59"", "","", ""No"", ""."", ""367"", "","", ""May"", ""1846"", "","", ""originator"", ""Various"", "".""]","[{""start"": 2, ""end"": 16, ""label"": ""title""}, {""start"": 19, ""end"": 19, ""label"": ""author""}]"
"[""REQUESTING"", ""INFORMATION"", ""ON"", ""GOD"", ""HATH"", ""SPOKEN"", ""("", ""DARK"", "","", ""HARRIS"", ""J"", ""."", ""("", ""HARRIS"", ""JEREMIAH"", "")"", "","", ""1905"", ""-"", "")"", "".""]","[{""start"": 3, ""end"": 5, ""label"": ""title""}, {""start"": 7, ""end"": 18, ""label"": ""author""}]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Shogun"", "","", ""Part"", ""1"", ""by"", ""James"", ""Clavell"", "".""]","[[6, 9, ""title""], [11, 12, ""author""]]"
"[""Tell"", ""me"", ""about"", ""the"", ""composer"", ""Hostetler"", "","", ""Lester"", "","", ""1892"", ""-"", "".""]","[{""start"": 5, ""end"": 10, ""label"": ""author""}]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Bittersweet"", ""by"", ""Tyffani"", ""Clark"", ""Kemp"", "".""]","[[6, 6, ""title""], [8, 10, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Changes"", ""by"", ""Jim"", ""Butcher"", "".""]","[[6, 6, ""title""], [8, 9, ""author""]]"
"[""My"", ""friend"", ""keeps"", ""raving"", ""about"", ""Shadows"", ""on"", ""the"", ""Moon"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[5, 8, ""title""]]"
"[""Find"", ""Novel"", ""A"", ""Trip"", ""To"", ""The"", ""Rockies"", "","", ""Author"", ""Corwin"", "","", ""B"", ""."", ""R"", ""."", "".""]","[{""start"": 2, ""end"": 6, ""label"": ""title""}, {""start"": 9, ""end"": 14, ""label"": ""author""}]"
"[""I'm"", ""re-reading"", ""\u0627\u0644\u0631\u0648\u062d"", ""by"", ""Ibn"", ""Qayyim"", ""al-Jawziyya""]","[[2, 2, ""title""], [4, 6, ""author""]]"
"[""Bad"", ""Kitty"", ""Gets"", ""a"", ""Bath"", ""by"", ""Nick"", ""Bruel"", ""is"", ""the"", ""perfect"", ""bedtime"", ""read"", "".""]","[[0, 4, ""title""], [6, 7, ""author""]]"
"[""I"", ""just"", ""finished"", ""Love"", ""Part"", ""2"", ""by"", ""Jasmine"", ""Rose"", "","", ""Lauren"", ""Jackson"", "","", ""TM"", ""Mendes"", ""and"", ""wow"", ""that's"", ""a"", ""ride"", "".""]","[[3, 5, ""title""], [7, 8, ""author""], [10, 11, ""author""], [13, 14, ""author""]]"
"[""My"", ""friend"", ""won't"", ""shut"", ""up"", ""about"", ""Moll"", ""Flanders"", ""by"", ""Daniel"", ""Defoe"", "".""]","[[6, 7, ""title""], [9, 10, ""author""]]"
"[""I"", ""LIKE"", ""THE"", ""COMPOSER"", ""KORINEK"", "","", ""CHARLES"", ""JAMES"", "","", ""1880"", ""-"", "".""]","[{""start"": 4, ""end"": 10, ""label"": ""author""}]"
"[""what"", ""is"", ""the"", ""story"", ""colonel"", ""washington"", ""about"", ""?""]","[{""start"": 4, ""end"": 5, ""label"": ""title""}]"
"[""List"", ""works"", ""from"", ""the"", ""originator"", ""Kelley"", "","", ""Leo"", ""P"", ""."", "","", ""1928-2002"", ""and"", ""Summers"", "","", ""Leo"", "","", ""1925-1985"", ""["", ""Illustrator"", ""]"", "".""]","[{""start"": 5, ""end"": 11, ""label"": ""author""}, {""start"": 13, ""end"": 20, ""label"": ""author""}]"
"[""is"", ""an"", ""account"", ""of"", ""a"", ""useful"", ""discovery"", ""to"", ""distill"", ""double"", ""the"", ""usual"", ""quantity"", ""of"", ""sea-water"", "","", ""by"", ""blowing"", ""showers"", ""of"", ""air"", ""up"", ""through"", ""the"", ""distilling"", ""liquor"", ""by"", ""hales"", "","", ""stephen"", "","", ""1677-1761"", ""available"", ""?""]","[{""start"": 1, ""end"": 25, ""label"": ""title""}, {""start"": 27, ""end"": 31, ""label"": ""author""}]"
"[""Tell"", ""me"", ""about"", ""the"", ""author"", ""Various"", "","", ""Chambers"", "","", ""Robert"", "","", ""1802-1871"", ""["", ""Editor"", ""]"", "","", ""and"", ""Chambers"", "","", ""William"", "","", ""1800-1883"", ""["", ""Editor"", ""]"", "".""]","[{""start"": 5, ""end"": 5, ""label"": ""author""}, {""start"": 7, ""end"": 14, ""label"": ""author""}, {""start"": 17, ""end"": 24, ""label"": ""author""}]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Girl"", ""Savage"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 8, ""title""]]"
"[""I"", ""just"", ""dug"", ""into"", ""Silence"", ""by"", ""Sh\u016bsaku"", ""End\u014d"", "","", ""and"", ""wow"", "".""]","[[4, 4, ""title""], [6, 7, ""author""]]"
"[""Find"", ""manuscript"", ""The"", ""Crimson"", ""Fairy"", ""Book"", "","", ""author"", ""Lang"", "","", ""Andrew"", "","", ""1844-1912"", "".""]","[{""start"": 2, ""end"": 5, ""label"": ""title""}, {""start"": 8, ""end"": 12, ""label"": ""author""}]"
"[""CAN"", ""YOU"", ""FIND"", ""THE"", ""TITLE"", ""THE"", ""CORNWALL"", ""COAST"", ""WRITTEN"", ""BY"", ""SALMON"", "","", ""ARTHUR"", ""L"", ""."", ""("", ""ARTHUR"", ""LESLIE"", "")"", "","", ""1865"", ""-"", ""?""]","[{""start"": 5, ""end"": 7, ""label"": ""title""}, {""start"": 10, ""end"": 21, ""label"": ""author""}]"
"[""Any"", ""Recommendations"", ""By"", ""Anderson"", "","", ""Poul"", "","", ""1926-2001"", ""And"", ""Vestal"", "","", ""Herman"", ""B"", ""."", "","", ""1916-2007"", ""["", ""Illustrator"", ""]"", ""?""]","[{""start"": 3, ""end"": 7, ""label"": ""author""}, {""start"": 9, ""end"": 18, ""label"": ""author""}]"
"[""Searching"", ""for"", ""the"", ""novel"", ""called"", ""Merry-Garden"", ""and"", ""Other"", ""Stories"", "".""]","[{""start"": 5, ""end"": 8, ""label"": ""title""}]"
"[""I'm"", ""reading"", ""The"", ""Sand"", ""Child"", ""for"", ""a"", ""book"", ""club"", ""and"", ""really"", ""digging"", ""Tahar"", ""Ben"", ""Jelloun's"", ""writing"", "".""]","[[2, 4, ""title""], [12, 14, ""author""]]"
"[""TELL"", ""ME"", ""ABOUT"", ""THE"", ""ORIGINATOR"", ""GEORGI"", "","", ""ELSBETH"", "","", ""1882-1975"", "".""]","[{""start"": 5, ""end"": 9, ""label"": ""author""}]"
"[""You"", ""should"", ""read"", ""The"", ""Adventure"", ""of"", ""the"", ""Beryl"", ""Coronet"", "","", ""by"", ""Arthur"", ""Conan"", ""Doyle"", "".""]","[[3, 8, ""title""], [11, 13, ""author""]]"
"[""I"", ""loved"", ""King"", ""of"", ""Hades"", ""by"", ""R'Ocean"", "".""]","[[2, 4, ""title""], [6, 6, ""author""]]"
"[""I"", ""Want"", ""To"", ""Read"", ""The"", ""Character"", ""And"", ""Happiness"", ""Of"", ""Them"", ""That"", ""Die"", ""In"", ""The"", ""Lord"", ""A"", ""Sermon"", "","", ""Preached"", ""Oct"", ""."", ""13"", "","", ""1822"", "","", ""In"", ""Park"", ""Chapel"", "","", ""Chelsea"", "","", ""On"", ""Occasion"", ""Of"", ""The"", ""Death"", ""Of"", ""The"", ""Late"", ""Rev"", ""."", ""John"", ""Owen"", ""By"", ""Dealtry"", "","", ""William"", "","", ""1775-1847"", "".""]","[{""start"": 4, ""end"": 42, ""label"": ""title""}, {""start"": 44, ""end"": 48, ""label"": ""author""}]"
"[""My"", ""friend"", ""won't"", ""stop"", ""raving"", ""about"", ""Words"", ""of"", ""("", ""Questionable"", "")"", ""Wisdom"", ""from"", ""Lydia"", ""Goldblatt"", ""and"", ""Julie"", ""Graham-Chang""]","[[6, 17, ""title""]]"
"[""Fetch"", ""Details"", ""For"", ""The"", ""Text"", ""Spellbinders"", ""By"", ""The"", ""Scribe"", ""Banning"", "","", ""Margaret"", ""Culkin"", "","", ""1891-1982"", "".""]","[{""start"": 5, ""end"": 5, ""label"": ""title""}, {""start"": 9, ""end"": 14, ""label"": ""author""}]"
"[""Have"", ""You"", ""Heard"", ""Of"", ""The"", ""Publication"", ""Jahreszahlen"", ""Der"", ""Erdgeschichte"", ""?""]","[{""start"": 6, ""end"": 8, ""label"": ""title""}]"
"[""Who"", ""wrote"", ""The"", ""Cat"", ""Who"", ""Turned"", ""On"", ""and"", ""Off"", ""again"", ""?""]","[[2, 8, ""title""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Journal"", ""d'une"", ""tueuse"", ""by"", ""V.I."", ""Prates"", "".""]","[[6, 8, ""title""]]"
"[""Ever"", ""read"", ""Echo"", ""by"", ""Pam"", ""Mu\u00f1oz"", ""Ryan"", ""?"", ""It's"", ""amazing"", "".""]","[[2, 2, ""title""], [4, 6, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""raving"", ""about"", ""Xenocide"", ""by"", ""Orson"", ""Scott"", ""Card"", "","", ""any"", ""thoughts"", ""?""]","[[6, 6, ""title""], [8, 10, ""author""]]"
"[""You"", ""should"", ""totally"", ""check"", ""out"", ""My"", ""Bright"", ""Abyss"", "":"", ""Meditation"", ""of"", ""a"", ""Modern"", ""Believer"", ""by"", ""Christian"", ""Wiman"", "".""]","[[5, 13, ""title""], [15, 16, ""author""]]"
"[""I"", ""just"", ""started"", ""The"", ""Complete"", ""Ketogenic"", ""Diet"", ""for"", ""Beginners"", "":"", ""Your"", ""Essential"", ""Guide"", ""to"", ""Living"", ""the"", ""Keto"", ""Lifestyle"", "","", ""super"", ""detailed"", "".""]","[[3, 17, ""title""]]"
"[""TELL"", ""ME"", ""ABOUT"", ""O"", ""DESASTRE"", ""DE"", ""LISBOA"", ""EM"", ""1755"", "":"", ""POESIA"", "","", ""ATTRIBUTED"", ""TO"", ""FONSECA"", "","", ""AUGUSTO"", ""DE"", ""OLIVEIRA"", ""CARDOSO"", "","", ""1842-1917"", "".""]","[{""start"": 3, ""end"": 10, ""label"": ""title""}, {""start"": 14, ""end"": 21, ""label"": ""author""}]"
"[""Looking"", ""For"", ""L"", ""'"", ""Expiation"", ""De"", ""Saveli"", "","", ""The"", ""Title"", ""From"", ""Gr\u00e9ville"", "","", ""Henry"", "","", ""1842-1902"", "".""]","[{""start"": 2, ""end"": 6, ""label"": ""title""}, {""start"": 11, ""end"": 15, ""label"": ""author""}]"
"[""I"", ""just"", ""finished"", ""Pale"", ""Phoenix"", ""and"", ""wow"", "","", ""Kathryn"", ""Reiss"", ""really"", ""nails"", ""mystery"", ""vibes"", "".""]","[[3, 4, ""title""], [8, 9, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""After"", ""Moonrise"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 7, ""title""]]"
"[""Just"", ""finished"", ""Psion"", ""Beta"", "","", ""the"", ""book"", ""by"", ""Jacob"", ""Gowans"", "","", ""and"", ""wow"", ""it's"", ""quirky"", "".""]","[[2, 3, ""title""], [8, 9, ""author""]]"
"[""show"", ""me"", ""works"", ""by"", ""verrill"", "","", ""a"", ""."", ""hyatt"", ""("", ""alpheus"", ""hyatt"", "")"", "","", ""1871-1954"", "".""]","[{""start"": 4, ""end"": 14, ""label"": ""author""}]"
"[""Show"", ""me"", ""books"", ""by"", ""Aakj\u00e6r"", "","", ""Jeppe"", "","", ""1866-1930"", "".""]","[{""start"": 4, ""end"": 8, ""label"": ""author""}]"
"[""is"", ""aniwee"", "";"", ""or"", "","", ""the"", ""warrior"", ""queen"", ""a"", ""tale"", ""of"", ""the"", ""araucanian"", ""indians"", ""and"", ""the"", ""mythical"", ""trauco"", ""people"", ""by"", ""dixie"", "","", ""florence"", "","", ""lady"", "","", ""1855-1905"", ""available"", ""?""]","[{""start"": 1, ""end"": 18, ""label"": ""title""}, {""start"": 20, ""end"": 26, ""label"": ""author""}]"
"[""I"", ""read"", ""Lame"", ""Deer"", "" ,"", ""Seeker"", ""of"", ""Visions"", ""last"", ""year"", "","", ""and"", ""John"", ""Fire"", ""Lame"", ""Deer"", ""is"", ""a"", ""compelling"", ""narrator"", "".""]","[[2, 7, ""title""], [12, 15, ""author""]]"
"[""I"", ""finally"", ""finished"", ""The"", ""Bone"", ""Season"", ""and"", ""the"", ""vibe"", ""is"", ""weird"", "","", ""like"", ""a"", ""mix"", ""of"", ""sci-fi"", ""and"", ""magic""]","[[3, 5, ""title""]]"
"[""LOOKING"", ""FOR"", ""THE"", ""GIRL"", ""SCOUTS"", ""'"", ""GOOD"", ""TURN"", "","", ""THE"", ""TITLE"", ""FROM"", ""LAVELL"", "","", ""EDITH"", "".""]","[{""start"": 2, ""end"": 7, ""label"": ""title""}, {""start"": 12, ""end"": 14, ""label"": ""author""}]"
"[""Find"", ""Books"", ""Attributed"", ""To"", ""Undset"", "","", ""Sigrid"", "","", ""1882-1949"", ""And"", ""Siegberg"", "","", ""Siiri"", "","", ""1890-1940"", ""["", ""Translator"", ""]"", "".""]","[{""start"": 4, ""end"": 8, ""label"": ""author""}, {""start"": 10, ""end"": 17, ""label"": ""author""}]"
"[""That"", ""new"", ""Revolutionary"", ""by"", ""Alex"", ""Myers"", ""is"", ""on"", ""my"", ""shelf"", "","", ""and"", ""I'm"", ""curious"", ""if"", ""it's"", ""any"", ""good"", "".""]","[[2, 2, ""title""], [4, 5, ""author""]]"
"[""find"", ""text"", ""the"", ""story"", ""of"", ""the"", ""great"", ""war"", "","", ""volume"", ""6"", ""history"", ""of"", ""the"", ""european"", ""war"", ""from"", ""official"", ""sources"", "","", ""writer"", ""reynolds"", "","", ""francis"", ""j"", ""."", ""("", ""francis"", ""joseph"", "")"", "","", ""1867-1937"", ""["", ""editor"", ""]"", "","", ""churchill"", "","", ""allen"", ""l"", ""."", ""("", ""allen"", ""leon"", "")"", "","", ""1873"", ""-"", ""["", ""editor"", ""]"", "","", ""and"", ""miller"", "","", ""francis"", ""trevelyan"", "","", ""1877-1959"", ""["", ""editor"", ""]"", "".""]","[{""start"": 2, ""end"": 18, ""label"": ""title""}, {""start"": 21, ""end"": 34, ""label"": ""author""}, {""start"": 36, ""end"": 50, ""label"": ""author""}, {""start"": 53, ""end"": 61, ""label"": ""author""}]"
"[""Searching"", ""For"", ""The"", ""Writer"", ""Bianco"", "","", ""Margery"", ""Williams"", "","", ""1881-1944"", "".""]","[{""start"": 4, ""end"": 9, ""label"": ""author""}]"
"[""Just"", ""finished"", ""The"", ""Girl"", ""with"", ""Ghost"", ""Eyes"", "","", ""and"", ""I"", ""loved"", ""it"", "".""]","[[2, 6, ""title""]]"
"[""Ever"", ""since"", ""Equal"", ""Rites"", "","", ""I"", ""keep"", ""recommending"", ""Terry"", ""Pratchett"", ""to"", ""everyone""]","[[2, 3, ""title""], [8, 9, ""author""]]"
"[""Tell"", ""me"", ""about"", ""Story-Tell"", ""Lib"", "","", ""attributed"", ""to"", ""Slosson"", "","", ""Annie"", ""Trumbull"", "","", ""1838-1926"", "".""]","[{""start"": 3, ""end"": 4, ""label"": ""title""}, {""start"": 8, ""end"": 13, ""label"": ""author""}]"
"[""I"", ""just"", ""finished"", ""Shift"", ""by"", ""Karl"", ""Ove"", ""Knausg\u00e5rd"", ""and"", ""wow"", "","", ""that"", ""was"", ""intense"", "".""]","[[3, 3, ""title""], [5, 7, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Cemetery"", ""Street"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 7, ""title""]]"
"[""Deny"", ""Friendship"", "":"", ""Darkly"", ""Fun"", ""Mystery"", ""by"", ""R.G."", ""Manse"", ""is"", ""a"", ""quirky"", ""read"", "".""]","[[0, 5, ""title""], [7, 8, ""author""]]"
"[""I"", ""heard"", ""Aideen"", ""by"", ""L.A."", ""Casey"", ""is"", ""amazing"", "".""]","[[2, 2, ""title""], [4, 5, ""author""]]"
"[""That"", ""Contengan"", ""Jalanan"", ""is"", ""wild"", "","", ""and"", ""Jeff"", ""Lindsay"", ""is"", ""one"", ""of"", ""my"", ""favorite"", ""authors"", "".""]","[[1, 2, ""title""], [7, 8, ""author""]]"
"[""SHOW"", ""ME"", ""DOROTHY"", ""DALE"", ""'"", ""S"", ""QUEER"", ""HOLIDAYS"", ""BY"", ""PENROSE"", "","", ""MARGARET"", "".""]","[{""start"": 2, ""end"": 7, ""label"": ""title""}, {""start"": 9, ""end"": 11, ""label"": ""author""}]"
"[""That"", ""twisty"", ""moment"", ""in"", ""The"", ""Midwife"", ""of"", ""Hope"", ""River"", ""by"", ""Patricia"", ""Harman"", ""had"", ""me"", ""hooked"", "","", ""honestly"", "".""]","[[4, 8, ""title""], [10, 11, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Blood"", ""of"", ""Flowers"", "".""]","[[6, 9, ""title""]]"
"[""where"", ""can"", ""i"", ""find"", ""old"", ""lady"", ""mary"", "":"", ""a"", ""story"", ""of"", ""the"", ""seen"", ""and"", ""the"", ""unseen"", ""?""]","[{""start"": 4, ""end"": 15, ""label"": ""title""}]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Soulsmith"", ""by"", ""Will"", ""Wight"", "","", ""it's"", ""amazing""]","[[6, 6, ""title""], [8, 9, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Heir"", ""to"", ""Edenbrooke"", ""by"", ""Julianne"", ""Donaldson"", "".""]","[[6, 8, ""title""], [10, 11, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Greatest"", ""of"", ""Marlys"", ""by"", ""Lynda"", ""Barry""]","[[6, 9, ""title""], [11, 12, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Star"", ""Trek"", ""Cats"", "":"", ""("", ""Star"", ""Trek"", ""Book"", "","", ""Book"", ""About"", ""Cats"", "")"", ""by"", ""Jenny"", ""Parks"", "".""]","[[6, 18, ""title""], [20, 21, ""author""]]"
"[""Just"", ""finished"", ""Unemployable"", ""!"", ""and"", ""I"", ""gotta"", ""say"", ""David"", ""Thomas"", ""Roberts"", ""is"", ""hilarious"", "".""]","[[2, 2, ""title""], [9, 11, ""author""]]"
"[""I"", ""just"", ""finished"", ""I"", ""Am"", ""Waltz"", ""\u2014"", ""Matthew"", ""D."", ""Dho"", ""is"", ""my"", ""new"", ""favorite"", "".""]","[[3, 5, ""title""], [7, 9, ""author""]]"
"[""Who"", ""wrote"", ""Antifragile"", "":"", ""Things"", ""That"", ""Gain"", ""from"", ""Disorder"", ""again"", ""?""]","[[2, 8, ""title""]]"
"[""I"", ""just"", ""finished"", ""The"", ""Spell"", ""by"", ""Heather"", ""Killough-Walden"", ""and"", ""wow"", "","", ""the"", ""magic"", ""was"", ""wild""]","[[3, 4, ""title""], [6, 7, ""author""]]"
"[""That"", ""Um"", ""Homem"", "":"", ""Klaus"", ""Klump"", ""by"", ""Gon\u00e7alo"", ""M."", ""Tavares"", ""is"", ""wild"", "","", ""but"", ""I"", ""liked"", ""it"", ""more"", ""than"", ""some"", ""others"", "".""]","[[1, 5, ""title""], [7, 9, ""author""]]"
"[""I"", ""love"", ""Big"", ""Machine"", ""by"", ""Victor"", ""LaValle"", "","", ""it's"", ""so"", ""weird"", ""and"", ""atmospheric"", "".""]","[[2, 3, ""title""], [5, 7, ""author""]]"
"[""LOOKING"", ""FOR"", ""HISTORICAL"", ""CHARACTERS"", "":"", ""MACKINTOSH"", "","", ""TALLEYRAND"", "","", ""CANNING"", "","", ""COBBETT"", "","", ""PEEL"", "","", ""THE"", ""STORY"", ""FROM"", ""DALLING"", ""AND"", ""BULWER"", "","", ""HENRY"", ""LYTTON"", ""BULWER"", "","", ""BARON"", "","", ""1801-1872"", "".""]","[{""start"": 2, ""end"": 13, ""label"": ""title""}, {""start"": 18, ""end"": 28, ""label"": ""author""}]"
"[""SEARCHING"", ""FOR"", ""THE"", ""TEXT"", ""CALLED"", ""THE"", ""RED"", ""LIGHT"", ""OF"", ""MARS"", "";"", ""OR"", "","", ""A"", ""DAY"", ""IN"", ""THE"", ""LIFE"", ""OF"", ""THE"", ""DEVIL"", ""A"", ""PHILOSOPHICAL"", ""COMEDY"", "".""]","[{""start"": 5, ""end"": 23, ""label"": ""title""}]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Alpha"", ""One"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 7, ""title""]]"
"[""I"", ""just"", ""finished"", ""My"", ""Story"", ""as"", ""told"", ""by"", ""Water"", "":"", ""Confessions"", "","", ""Druidic"", ""Rants"", "","", ""Reflections"", "","", ""Bird-watchings"", "","", ""Fish-stalkings"", "","", ""Visions"", "","", ""Songs"", ""and"", ""Prayers"", ""Refracting"", ""Light"", "","", ""from"", ""Living"", ""Rivers"", "","", ""in"", ""the"", ""Age"", ""of"", ""the"", ""Industrial"", ""Dark"", ""by"", ""David"", ""James"", ""Duncan"", "".""]","[[3, 39, ""title""], [41, 43, ""author""]]"
"[""TELL"", ""ME"", ""ABOUT"", ""THE"", ""NOVELIST"", ""WILLIAMS"", "","", ""WYTHE"", "","", ""1881-1956"", "","", ""HERRICK"", "","", ""MYRON"", ""T"", ""."", ""("", ""MYRON"", ""TIMOTHY"", "")"", "","", ""1854-1929"", ""["", ""AUTHOR"", ""OF"", ""INTRODUCTION"", "","", ""ETC"", ""."", ""]"", "","", ""CLEMENCEAU"", "","", ""GEORGES"", "","", ""1841-1929"", ""["", ""CONTRIBUTOR"", ""]"", "","", ""AND"", ""YOUNG"", "","", ""LAFAYETTE"", "","", ""1848-1926"", ""["", ""CONTRIBUTOR"", ""]"", "".""]","[{""start"": 5, ""end"": 9, ""label"": ""author""}, {""start"": 11, ""end"": 29, ""label"": ""author""}, {""start"": 31, ""end"": 38, ""label"": ""author""}, {""start"": 41, ""end"": 48, ""label"": ""author""}]"
"[""searching"", ""for"", ""the"", ""composer"", ""reeve"", "","", ""arthur"", ""b"", ""."", ""("", ""arthur"", ""benjamin"", "")"", "","", ""1880-1936"", "".""]","[{""start"": 4, ""end"": 14, ""label"": ""author""}]"
"[""Find"", ""publications"", ""attributed"", ""to"", ""Weckerlin"", "","", ""J"", ""."", ""-"", ""B"", ""."", ""("", ""Jean-Baptiste"", "")"", "","", ""1821-1910"", ""["", ""Arranger"", ""]"", ""and"", ""Boutet"", ""de"", ""Monvel"", "","", ""Louis-Maurice"", "","", ""1851-1913"", ""["", ""Illustrator"", ""]"", "".""]","[{""start"": 4, ""end"": 18, ""label"": ""author""}, {""start"": 20, ""end"": 29, ""label"": ""author""}]"
