tokenized_text,ner
"[""That"", ""new"", ""book"", "","", ""Single"", ""by"", ""Saturday"", "","", ""by"", ""Catherine"", ""Bybee"", "","", ""is"", ""getting"", ""a"", ""lot"", ""of"", ""hype"", "".""]","[[4, 6, ""title""], [9, 10, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Five"", ""Plays"", ""by"", ""Moli\u00e8re"", "".""]","[[6, 7, ""title""], [9, 9, ""author""]]"
"[""I"", ""just"", ""finished"", ""A"", ""World"", ""of"", ""Vampire"", ""."", ""Volume"", ""1"", ""and"", ""I'm"", ""curious"", ""about"", ""the"", ""author"", ""Dani"", ""Hoots"", "".""]","[[3, 9, ""title""], [16, 17, ""author""]]"
"[""Just"", ""finished"", ""\u0425\u043e\u043b\u043e\u0434\u043d\u044b\u0435"", ""\u0431\u0435\u0440\u0435\u0433\u0430"", ""by"", ""Sergei"", ""Lukyanenko"", "","", ""and"", ""wow"", "","", ""heavy"", ""stuff"", "".""]","[[2, 3, ""title""], [5, 6, ""author""]]"
"[""I"", ""keep"", ""hearing"", ""about"", ""The"", ""Turf-Cutter's"", ""Donkey"", ""from"", ""Patricia"", ""Lynch"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[4, 6, ""title""], [8, 9, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Great"", ""Escape"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 8, ""title""]]"
"[""I'm"", ""thinking"", ""of"", ""Bluegrass"", ""State"", ""of"", ""Mind"", ""by"", ""Kathleen"", ""Brooks"", ""for"", ""my"", ""book"", ""club"", "","", ""thoughts"", ""?""]","[[3, 6, ""title""], [8, 9, ""author""]]"
"[""I"", ""just"", ""read"", ""Ilona"", ""by"", ""Hans"", ""Habe"", ""and"", ""it's"", ""pretty"", ""solid"", "".""]","[[3, 3, ""title""], [5, 6, ""author""]]"
"[""Indigo"", ""Blue"", ""is"", ""the"", ""kind"", ""of"", ""cozy"", ""read"", ""I"", ""need"", ""right"", ""now"", "".""]","[[0, 1, ""title""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""shouting"", ""about"", ""Dragonspell"", ""by"", ""Katharine"", ""Kerr"", ""."", """"]","[[6, 6, ""title""], [8, 9, ""author""]]"
"[""I"", ""keep"", ""hearing"", ""about"", ""Three"", ""Times"", ""Lucky"", ""by"", ""Sheila"", ""Turnage"", ""from"", ""a"", ""friend"", "".""]","[[4, 6, ""title""], [8, 9, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Krazy"", ""Kat"", "":"", ""A"", ""Celebration"", ""of"", ""Sundays"", "","", ""it's"", ""a"", ""comic"", ""art"", ""coffee"", ""table"", ""thing"", "".""]","[[6, 12, ""title""]]"
"[""Ever"", ""since"", ""I"", ""read"", ""Kiss"", ""Me"", ""First"", ""by"", ""Lottie"", ""Moggach"", "","", ""I'm"", ""curious"", ""about"", ""her"", ""other"", ""stuff"", "".""]","[[4, 6, ""title""], [8, 9, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Goblin"", ""Wood"", ""by"", ""Hilari"", ""Bell""]","[[6, 8, ""title""], [10, 11, ""author""]]"
"[""I"", ""might"", ""reread"", ""Divergent"", ""tonight"", "","", ""Veronica"", ""Roth"", ""kinda"", ""nails"", ""it"", "".""]","[[3, 3, ""title""], [6, 7, ""author""]]"
"[""I"", ""just"", ""finished"", ""23:27"", ""and"", ""wow"", "","", ""H.L."", ""Roberts"", ""really"", ""nails"", ""the"", ""mood"", "".""]","[[3, 3, ""title""], [8, 9, ""author""]]"
"[""Lara's"", ""Gift"", ""was"", ""a"", ""surprise"", "";"", ""Annemarie"", ""O'Brien"", ""crafted"", ""a"", ""cozy"", ""little"", ""story"", "".""]","[[0, 1, ""title""], [6, 7, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Horror"", ""in"", ""the"", ""Museum"", "","", ""is"", ""it"", ""worth"", ""it"", ""?""]","[[6, 10, ""title""]]"
"[""I"", ""just"", ""finished"", ""reading"", ""The"", ""Amazing"", ""Maurice"", ""and"", ""His"", ""Educated"", ""Rodents"", ""by"", ""Terry"", ""Pratchett"", ""and"", ""wow"", "".""]","[[4, 10, ""title""], [12, 13, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""How"", ""to"", ""Drive"", ""a"", ""Dragon"", ""Crazy"", "","", ""honestly"", "".""]","[[6, 11, ""title""]]"
"[""I"", ""just"", ""finished"", ""Red"", ""Hood"", ""and"", ""the"", ""Outlaws"", "","", ""Volume"", ""1"", "":"", ""Dark"", ""Trinity"", ""and"", ""I'm"", ""curious"", ""who"", ""wrote"", ""it"", "".""]","[[3, 13, ""title""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Time"", ""Enough"", ""for"", ""Love"", ""by"", ""Robert"", ""A"", ""Heinlein"", "".""]","[[6, 9, ""title""], [11, 13, ""author""]]"
"[""That"", ""Death"", ""in"", ""the"", ""Andes"", ""by"", ""Mario"", ""Vargas"", ""Llosa"", "","", ""Edith"", ""Grossman"", ""("", ""Translator"", "")"", ""is"", ""tough"", "".""]","[[1, 4, ""title""], [6, 11, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Wild"", ""Fire"", ""by"", ""Christine"", ""Feehan"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 7, ""title""], [9, 10, ""author""]]"
"[""I"", ""just"", ""finished"", ""Tales"", ""from"", ""a"", ""Not-So-Happily"", ""Ever"", ""After"", ""!"", ""by"", ""Rachel"", ""Ren\u00e9e"", ""Russell"", "","", ""and"", ""I"", ""need"", ""more"", "".""]","[[3, 9, ""title""], [11, 13, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Wicca"", "":"", ""A"", ""Guide"", ""for"", ""the"", ""Solitary"", ""Practitioner"", ""by"", ""Scott"", ""Cunningham"", "".""]","[[6, 16, ""title""]]"
"[""I"", ""just"", ""finished"", ""The"", ""Kill"", ""Order"", ""by"", ""James"", ""Dashner"", "","", ""totally"", ""worth"", ""it"", "".""]","[[3, 5, ""title""], [7, 8, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Naamah's"", ""Curse"", ""by"", ""Jacqueline"", ""Carey"", "".""]","[[6, 7, ""title""], [9, 10, ""author""]]"
"[""Just"", ""finished"", ""Nothing"", ""but"", ""Shadows"", ""by"", ""Cassandra"", ""Clare"", ""and"", ""Sarah"", ""Rees"", ""Brennan"", "","", ""and"", ""the"", ""voice"", ""of"", ""Nico"", ""Mirallegro"", ""in"", ""the"", ""audiobook"", "".""]","[[2, 4, ""title""], [6, 7, ""author""], [9, 11, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""ranting"", ""about"", ""Blast"", ""from"", ""the"", ""Past"", ""by"", ""Meg"", ""Cabot"", "".""]","[[6, 9, ""title""], [11, 12, ""author""]]"
"[""Who"", ""wrote"", ""The"", ""Young"", ""Wizards"", ""again"", ""?"", ""Is"", ""it"", ""Diane"", ""Duane"", ""?""]","[[2, 5, ""title""], [9, 10, ""author""]]"
"[""I"", ""just"", ""finished"", ""Three"", ""From"", ""Galilee"", "":"", ""The"", ""Young"", ""Man"", ""from"", ""Nazareth"", ""by"", ""Marjorie"", ""Holmes"", ""and"", ""wow"", "".""]","[[3, 11, ""title""]]"
"[""That"", ""new"", ""read"", ""Lost"", ""in"", ""the"", ""Crowd"", ""by"", ""M.J."", ""Santley"", ""is"", ""getting"", ""buzz"", "".""]","[[3, 6, ""title""], [8, 9, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""La"", ""fugitiva"", ""by"", ""Marcel"", ""Proust""]","[[6, 7, ""title""], [9, 10, ""author""]]"
"[""I"", ""just"", ""started"", ""Three"", ""Soldiers"", "","", ""and"", ""I"", ""hear"", ""its"", ""author"", ""John"", ""Dos"", ""Passos"", ""wrote"", ""something"", ""wild"", "".""]","[[3, 4, ""title""], [11, 13, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Regarding"", ""the"", ""Pain"", ""of"", ""Others"", ""by"", ""Susan"", ""Sontag"", "".""]","[[6, 10, ""title""], [12, 13, ""author""]]"
"[""\u0623\u0646\u0627"", ""\u0623\u0642\u0648\u0644"", ""\u0644\u0643"", ""\u062a\u062c\u0631\u0651\u0628\u0648\u0627"", ""\u0630\u0627\u0643\u0631\u0629"", ""\u0627\u0644\u0644\u0648\u0632"", ""\u0644\u064a\u0627\u0645\u0646"", ""\u0627\u0644\u0646\u0648\u0628\u0627\u0646\u064a"", "","", ""\u0635\u0631\u0627\u062d\u0629"", ""\u0645\u0645\u062a\u0627\u0632\u0629"", "".""]","[[4, 5, ""title""], [6, 7, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Miss"", ""Pettigrew"", ""Lives"", ""for"", ""a"", ""Day"", ""by"", ""Winifred"", ""Watson""]","[[6, 11, ""title""], [13, 14, ""author""]]"
"[""I"", ""just"", ""finished"", ""reading"", ""Full"", ""Disclosure"", ""by"", ""Eric"", ""J."", ""Gates"", ""and"", ""it"", ""hooked"", ""me""]","[[4, 5, ""title""], [7, 9, ""author""]]"
"[""I"", ""just"", ""finished"", ""Sanctuary"", ""and"", ""wow"", "","", ""O.L."", ""Ramos"", ""nailed"", ""the"", ""vibes"", "".""]","[[3, 3, ""title""], [7, 8, ""author""]]"
"[""Dark"", ""Magic"", ""kinda"", ""scratches"", ""that"", ""paranormal"", ""edge"", ""for"", ""me"", "","", ""but"", ""the"", ""writing"", ""by"", ""Christine"", ""Feehan"", ""is"", ""icy"", ""good"", "".""]","[[0, 1, ""title""], [14, 15, ""author""]]"
"[""I"", ""just"", ""finished"", ""A"", ""Strangeness"", ""in"", ""My"", ""Mind"", ""by"", ""Orhan"", ""Pamuk"", ""and"", ""wow"", "".""]","[[3, 7, ""title""], [9, 10, ""author""]]"
"[""That"", ""Yendi"", ""by"", ""Steven"", ""Brust"", ""vibe"", ""hit"", ""me"", ""hard"", "".""]","[[1, 1, ""title""], [3, 4, ""author""]]"
"[""Just"", ""finished"", ""The"", ""Yellow"", ""House"", ""last"", ""night"", "","", ""and"", ""I"", ""loved"", ""Patricia"", ""Falvey"", "".""]","[[2, 4, ""title""], [11, 12, ""author""]]"
"[""I'm"", ""curious"", ""about"", ""Beowulf"", ""by"", ""Gareth"", ""Hinds"", ""and"", ""A.J."", ""Church"", ""actually"", "".""]","[[3, 3, ""title""], [5, 6, ""author""], [8, 9, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Kai"", ""Chand"", ""Thay"", ""Sar-e-Aasman"", "","", ""it's"", ""supposed"", ""to"", ""be"", ""amazing"", "".""]","[[6, 9, ""title""]]"
"[""I"", ""just"", ""finished"", ""Lessons"", ""from"", ""a"", ""Dead"", ""Girl"", ""and"", ""wow"", "","", ""Jo"", ""Knowles"", ""really"", ""knows"", ""how"", ""to"", ""twist"", ""a"", ""story"", "".""]","[[3, 7, ""title""], [11, 12, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Killing"", ""Mister"", ""Watson"", "","", ""it's"", ""a"", ""wild"", ""ride"", "".""]","[[6, 8, ""title""]]"
"[""I"", ""read"", ""Lame"", ""Deer"", "" ,"", ""Seeker"", ""of"", ""Visions"", ""last"", ""year"", "","", ""and"", ""John"", ""Fire"", ""Lame"", ""Deer"", ""is"", ""a"", ""compelling"", ""narrator"", "".""]","[[2, 7, ""title""], [12, 15, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Tales"", ""of"", ""the"", ""City"", ""by"", ""Armistead"", ""Maupin"", "".""]","[[6, 9, ""title""], [11, 12, ""author""]]"
"[""I"", ""keep"", ""mixing"", ""up"", ""Insanity"", ""by"", ""Lauren"", ""Hammond"", ""when"", ""I"", ""talk"", ""about"", ""it"", "".""]","[[4, 4, ""title""], [6, 7, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Foundation"", "".""]","[[6, 6, ""title""]]"
"[""Honestly"", "","", ""I"", ""think"", ""Isaac"", ""Asimov"", ""is"", ""a"", ""genius"", "","", ""but"", ""I"", ""couldn't"", ""get"", ""into"", ""Loser"", "".""]","[[4, 5, ""author""], [15, 15, ""title""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Lost"", ""Medallion"", "":"", ""The"", ""Adventures"", ""of"", ""Billy"", ""Stone"", "".""]","[[6, 14, ""title""]]"
"[""I"", ""keep"", ""hearing"", ""about"", ""Il"", ""bugiardo"", ""by"", ""Nora"", ""Roberts"", ""("", ""Goodreads"", ""Author"", "")"", ""from"", ""my"", ""friends"", "".""]","[[4, 5, ""title""], [7, 12, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""\u041a\u043e\u0440\u043e\u043d\u0430\u0446\u0438\u044f"", "","", ""\u0438\u043b\u0438"", ""\u041f\u043e\u0441\u043b\u0435\u0434\u043d\u0438\u0439"", ""\u0438\u0437"", ""\u0440\u043e\u043c\u0430\u043d\u043e\u0432"", "".""]","[[6, 11, ""title""]]"
"[""You"", ""should"", ""totally"", ""check"", ""out"", ""A"", ""Monster"", ""Calls"", ""by"", ""Patrick"", ""Ness"", "".""]","[[5, 7, ""title""], [9, 10, ""author""]]"
"[""You"", ""should"", ""totally"", ""check"", ""out"", ""Twenty-Eight"", ""and"", ""a"", ""Half"", ""Wishes"", "","", ""it's"", ""a"", ""quirky"", ""mystery"", "".""]","[[5, 9, ""title""]]"
"[""I"", ""finally"", ""finished"", ""Pegasus"", ""and"", ""the"", ""Rise"", ""of"", ""the"", ""Titans"", ""by"", ""Kate"", ""O'Hearn"", "","", ""it"", ""was"", ""fun"", "".""]","[[3, 9, ""title""], [11, 12, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Last"", ""Time"", ""I"", ""Lied"", ""by"", ""Riley"", ""Sager"", "".""]","[[6, 10, ""title""], [12, 13, ""author""]]"
"[""That"", ""The"", ""List"", ""by"", ""Patti"", ""Flinn"", ""is"", ""actually"", ""pretty"", ""solid"", "".""]","[[1, 2, ""title""], [4, 5, ""author""]]"
"[""I"", ""just"", ""finished"", ""Sally"", ""Ride"", "":"", ""America's"", ""First"", ""Woman"", ""in"", ""Space"", "","", ""really"", ""inspiring"", "".""]","[[3, 10, ""title""]]"
"[""The"", ""Nightingale's"", ""Song"", ""by"", ""Robert"", ""Timberg"", ""is"", ""a"", ""gritty"", ""look"", ""at"", ""power"", "".""]","[[0, 2, ""title""], [4, 5, ""author""]]"
"[""My"", ""friend"", ""keeps"", ""ranting"", ""about"", ""The"", ""Spook's"", ""Sacrifice"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[5, 7, ""title""]]"
"[""I"", ""just"", ""finished"", ""Maybe"", ""Someday"", ""by"", ""Colleen"", ""Hoover"", ""and"", ""wow"", ""!""]","[[3, 4, ""title""], [6, 7, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Inheritance"", ""of"", ""Loss"", ""by"", ""Kiran"", ""Desai""]","[[6, 9, ""title""], [11, 12, ""author""]]"
"[""I"", ""just"", ""started"", ""\u6d2a\u541f\uff08\u56db\uff09"", ""by"", ""\u674e\u6d2a\u5fd7"", ""and"", ""I'm"", ""curious"", ""about"", ""it""]","[[3, 3, ""title""], [5, 5, ""author""]]"
"[""You"", ""should"", ""totally"", ""check"", ""out"", ""My"", ""Bright"", ""Abyss"", "":"", ""Meditation"", ""of"", ""a"", ""Modern"", ""Believer"", ""by"", ""Christian"", ""Wiman"", "".""]","[[5, 13, ""title""], [15, 16, ""author""]]"
"[""That"", ""Werewolves"", ""Be"", ""Damned"", ""is"", ""wild"", "","", ""by"", ""Stacey"", ""Kennedy"", "".""]","[[1, 3, ""title""], [8, 9, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Falling"", ""Kingdoms"", ""by"", ""Morgan"", ""Rhodes"", "".""]","[[6, 7, ""title""], [9, 10, ""author""]]"
"[""Could"", ""you"", ""recommend"", ""The"", ""Last"", ""Boyfriend"", ""by"", ""Nora"", ""Roberts"", ""to"", ""me"", ""?""]","[[3, 5, ""title""], [7, 8, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""No"", ""Place"", ""for"", ""a"", ""Lady"", "","", ""is"", ""that"", ""any"", ""good"", ""?""]","[[6, 10, ""title""]]"
"[""That"", ""scene"", ""in"", ""Old"", ""School"", ""had"", ""me"", ""laughing"", "","", ""Jeff"", ""Kinney"", ""really"", ""nails"", ""it"", "".""]","[[3, 4, ""title""], [9, 10, ""author""]]"
"[""I'm"", ""in"", ""a"", ""mood"", ""for"", ""High"", ""School"", ""Debut"", """", "","", ""Vol"", ""."", ""01"", ""lately"", ""the"", ""art"", ""is"", ""cute"", "".""]","[[5, 11, ""title""], [10, 10, ""title""]]"
"[""I"", ""finally"", ""found"", ""\u0627\u0644\u0623\u064a\u062f\u064a"", ""\u0627\u0644\u0646\u0627\u0639\u0645\u0629"", ""by"", ""Tawfiq"", ""Al-Hakim"", ""in"", ""a"", ""used"", ""bookstore"", "".""]","[[3, 4, ""title""], [6, 7, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Power"", ""of"", ""the"", ""Dog"", "".""]","[[6, 10, ""title""]]"
"[""I"", ""read"", ""The"", ""Wicked"", ""Boy"", ""by"", ""Kate"", ""Summerscale"", ""recently"", "".""]","[[6, 7, ""author""]]"
"[""Just"", ""finished"", ""Double"", ""Time"", ""by"", ""Olivia"", ""Cunning"", "","", ""and"", ""Adore"", ""Me"", ""is"", ""next"", ""on"", ""my"", ""list"", "".""]","[[2, 3, ""title""], [5, 6, ""author""], [9, 10, ""title""]]"
"[""The"", ""Boy"", ""&"", ""His"", ""Ribbon"", ""hits"", ""different"", "";"", ""Pepper"", ""Winters"", ""nails"", ""it"", "","", ""though"", ""I"", ""might"", ""skip"", ""the"", ""sequel"", "".""]","[[0, 4, ""title""], [8, 9, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Sins"", ""of"", ""the"", ""Fathers"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 10, ""title""]]"
"[""I"", ""just"", ""finished"", ""Empire"", ""of"", ""Gold"", ""by"", ""Andy"", ""McDermott"", ""and"", ""wow"", "","", ""what"", ""a"", ""ride""]","[[3, 5, ""title""], [7, 8, ""author""]]"
"[""I"", ""just"", ""binge-read"", ""Flowers"", ""in"", ""the"", ""Attic"", ""and"", ""I"", ""keep"", ""thinking"", ""about"", ""V.C."", ""Andrews.""]","[[3, 6, ""title""], [12, 13, ""author""]]"
"[""Der"", ""77."", ""Grad"", ""had"", ""me"", ""hooked,"", ""and"", ""I"", ""heard"", ""Bill"", ""Napier"", ""nails"", ""the"", ""grim"", ""tone.""]","[[0, 2, ""title""], [9, 10, ""author""]]"
"[""I"", ""just"", ""finished"", ""Syabab"", ""Musafir"", ""Kasih"", ""by"", ""Fatimah"", ""Syarha"", ""Mohd"", ""Noordin"", ""and"", ""wow"", "","", ""it"", ""hit"", ""me"", "".""]","[[3, 5, ""title""], [7, 10, ""author""]]"
"[""Who"", ""is"", ""the"", ""author"", ""of"", ""Heartfire"", ""again"", ""?""]","[[5, 5, ""title""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Storytelling"", ""Animal"", "":"", ""How"", ""Stories"", ""Make"", ""Us"", ""Human"", "","", ""it's"", ""supposed"", ""to"", ""explain"", ""why"", ""we"", ""love"", ""stories"", "".""]","[[6, 14, ""title""]]"
"[""I"", ""just"", ""finished"", ""Caesar"", ""and"", ""Christ"", ""by"", ""Will"", ""Durant"", "","", ""and"", ""wow"", "".""]","[[3, 5, ""title""], [7, 8, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""As"", ""Darkness"", ""Falls"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 8, ""title""]]"
"[""That"", ""new"", ""fantasy"", ""flick"", ""reminds"", ""me"", ""of"", ""Captive"", ""of"", ""the"", ""Orcs"", ""by"", ""Benjamin"", ""Epstein"", "","", ""you"", ""read"", ""it"", ""?""]","[[7, 10, ""title""], [12, 13, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Londonstani"", "","", ""it's"", ""set"", ""in"", ""daily"", ""life"", ""in"", ""London"", "".""]","[[6, 6, ""title""]]"
"[""Honestly"", "","", ""I"", ""think"", ""Ramachandra"", ""Guha's"", ""Democrats"", ""and"", ""Dissenters"", ""is"", ""a"", ""must-read"", "".""]","[[4, 5, ""author""], [6, 8, ""title""]]"
"[""Man"", "","", ""that"", ""The"", ""Complete"", ""Aubrey"", ""/"", ""Maturin"", ""Novels"", ""("", ""5"", ""Volumes"", "")"", ""are"", ""huge"", "","", ""and"", ""Patrick"", ""O'Brian"", ""is"", ""the"", ""author"", ""I"", ""keep"", ""quoting"", "".""]","[[3, 12, ""title""], [17, 18, ""author""]]"
"[""Just"", ""finished"", ""War"", ""for"", ""the"", ""Oaks"", ""by"", ""Emma"", ""Bull"", "","", ""and"", ""that"", ""vibe"", ""still"", ""sticks"", ""with"", ""me"", "".""]","[[2, 5, ""title""], [7, 8, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Mismeasure"", ""of"", ""Man"", "".""]","[[6, 9, ""title""]]"
"[""Dorothea"", ""Benton"", ""Frank's"", ""Return"", ""to"", ""Sullivan's"", ""Island"", ""is"", ""a"", ""beach"", ""read"", "".""]","[[0, 2, ""author""], [3, 6, ""title""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Golden"", ""Key"", ""by"", ""George"", ""MacDonald"", "".""]","[[6, 8, ""title""], [10, 11, ""author""]]"
"[""Couldn\u2019t"", ""get"", ""into"", ""Blood"", ""Debt"", "","", ""honestly"", "","", ""author"", ""Nancy"", ""Straight"", ""is"", ""trying"", ""something"", ""different"", "".""]","[[3, 4, ""title""], [9, 10, ""author""]]"
"[""I"", ""just"", ""finished"", ""Slated"", ""and"", ""loved"", ""it"", "","", ""thanks"", ""Teri"", ""Terry"", "".""]","[[3, 3, ""title""], [9, 10, ""author""]]"
"[""I'm"", ""curious"", ""who"", ""wrote"", ""The"", ""Last"", ""Letter"", ""from"", ""Your"", ""Lover"", "","", ""maybe"", ""Jojo"", ""Moyes"", ""?""]","[[4, 9, ""title""], [12, 13, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Insulted"", ""and"", ""Humiliated""]","[[6, 9, ""title""]]"
"[""I"", ""read"", ""Architects'"", ""Data"", ""by"", ""Ernst"", ""Neufert"", ""and"", ""I'm"", ""curious""]","[[2, 3, ""title""], [5, 6, ""author""]]"
"[""I"", ""just"", ""finished"", ""The"", ""Insulted"", ""and"", ""Humiliated"", ""and"", ""wow"", ""by"", ""Fyodor"", ""Dostoyevsky""]","[[3, 6, ""title""], [10, 11, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""This"", ""Is"", ""How"", ""It"", ""Always"", ""Is"", ""by"", ""Laurie"", ""Frankel""]","[[6, 11, ""title""], [13, 14, ""author""]]"
"[""Could"", ""you"", ""recommend"", ""Perang"", ""Eropa"", ""Jilid"", ""II"", ""and"", ""The"", ""Voice"", ""of"", ""the"", ""Night"", ""from"", ""Dean"", ""Koontz""]","[[3, 6, ""title""], [8, 12, ""title""], [14, 15, ""author""]]"
"[""Just"", ""started"", ""And"", ""Eternity"", ""last"", ""night"", "","", ""hoping"", ""it"", ""lives"", ""up"", ""to"", ""the"", ""hype"", "".""]","[[2, 3, ""title""]]"
"[""I"", ""remember"", ""reading"", ""Called"", ""to"", ""Life"", ""by"", ""Jacques"", ""Philippe"", "","", ""but"", ""I"", ""can't"", ""recall"", ""the"", ""details"", "".""]","[[7, 8, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""A"", ""Passage"", ""to"", ""India"", "".""]","[[6, 9, ""title""]]"
"[""You"", ""should"", ""totally"", ""check"", ""out"", ""Objectivism"", "":"", ""The"", ""Philosophy"", ""of"", ""Ayn"", ""Rand"", "".""]","[[5, 11, ""title""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Ninth"", ""Key"", ""by"", ""Jenny"", ""Carroll"", "".""]","[[6, 6, ""title""], [9, 10, ""author""]]"
